25, 35, 64, 87, 111, 128, 152, 188,
25, 31, 48, 49, 90, 96, 97, 100, 111, 117, 120, 126, 137, 165, 170, 175, 181, 188, 251, 270,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 90, 97, 100, 111, 120, 126, 137, 165, 176, 181, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 90, 97, 100, 111, 120, 126, 137, 165, 176, 181, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 90, 97, 100, 111, 120, 126, 137, 165, 176, 181, 188, 225,
25, 30, 31, 44, 48, 49, 50, 52, 64, 65, 71, 87, 88, 90, 100, 111, 137, 176, 188, 225,
